Year,Country,TopicTag,YesVotes_Topic,NoVotes_Topic,AbstainVotes_Topic,TotalVotes_Topic
2019,BEL,TRADE RELATED FINANCE,1,0,1,2
2019,BEL,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BEN,COMMODITIES,1,0,0,1
2019,BEN,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BEN,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BEN,CULTURAL DEVELOPMENT,1,0,0,1
2019,BEN,CULTURE,1,0,0,1
2019,BEN,DEVELOPMENT,9,0,0,9
2019,BEN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BEN,DEVELOPMENT FINANCE,2,0,0,2
2019,BEN,DISARMAMENT AND MILITARY QUESTIONS,33,0,0,33
2019,BEN,DISCRIMINATION,6,0,2,8
2019,BEN,ECONOMIC CONDITIONS,2,0,0,2
2019,BEN,ENVIRONMENT,5,0,0,5
2019,BEN,FOOD AND NUTRITION,1,0,0,1
2019,BEN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BEN,HUMAN RIGHTS,15,0,2,17
2019,BEN,INTERNATIONAL LAW,10,0,0,10
2019,BEN,INTERNATIONAL RELATIONS,28,0,1,29
2019,BEN,INTERNATIONAL TRADE,1,0,0,1
2019,BEN,INTERNATIONAL TRADE LAW,1,0,0,1
2019,BEN,MAINTENANCE OF PEACE AND SECURITY,26,0,0,26
2019,BEN,MARINE RESOURCES,2,0,0,2
2019,BEN,MONETARY ISSUES,1,0,0,1
2019,BEN,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BEN,NUCLEAR SCIENCE,1,0,0,1
2019,BEN,No Tag,1,0,0,1
2019,BEN,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BEN,POLITICAL AND LEGAL QUESTIONS,28,0,2,30
2019,BEN,POLITICAL EVENTS AND ISSUES,11,0,2,13
2019,BEN,POLLUTION,2,0,0,2
2019,BEN,PROGRAMME PLANNING,1,0,0,1
2019,BEN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,0,5
2019,BEN,PUBLIC FINANCE,2,0,0,2
2019,BEN,RECOMMENDATIONS,2,0,0,2
2019,BEN,RESOURCES (GENERAL),3,0,0,3
2019,BEN,SOCIAL DEVELOPMENT,10,0,0,10
2019,BEN,SPACE SCIENCES,2,0,0,2
2019,BEN,STATISTICS,1,0,0,1
2019,BEN,TELECOMMUNICATIONS,1,0,0,1
2019,BEN,TRADE IN COMMODITIES,1,0,0,1
2019,BEN,TRADE RELATED FINANCE,2,0,0,2
2019,BEN,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BFA,COMMODITIES,1,0,0,1
2019,BFA,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BFA,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BFA,CULTURAL DEVELOPMENT,1,0,0,1
2019,BFA,CULTURE,1,0,0,1
2019,BFA,DEVELOPMENT,9,0,0,9
2019,BFA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BFA,DEVELOPMENT FINANCE,2,0,0,2
2019,BFA,DISARMAMENT AND MILITARY QUESTIONS,33,0,0,33
2019,BFA,DISCRIMINATION,5,0,1,6
2019,BFA,ECONOMIC CONDITIONS,2,0,0,2
2019,BFA,ENVIRONMENT,4,0,0,4
2019,BFA,FOOD AND NUTRITION,1,0,0,1
2019,BFA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BFA,HUMAN RIGHTS,14,0,1,15
2019,BFA,INTERNATIONAL LAW,9,0,0,9
2019,BFA,INTERNATIONAL RELATIONS,25,0,0,25
2019,BFA,INTERNATIONAL TRADE,1,0,0,1
2019,BFA,MAINTENANCE OF PEACE AND SECURITY,25,0,0,25
2019,BFA,MARINE RESOURCES,1,0,0,1
2019,BFA,MONETARY ISSUES,1,0,0,1
2019,BFA,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BFA,NUCLEAR SCIENCE,1,0,0,1
2019,BFA,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BFA,POLITICAL AND LEGAL QUESTIONS,23,0,1,24
2019,BFA,POLITICAL EVENTS AND ISSUES,10,0,1,11
2019,BFA,POLLUTION,2,0,0,2
2019,BFA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,0,5
2019,BFA,PUBLIC FINANCE,1,0,0,1
2019,BFA,RECOMMENDATIONS,2,0,0,2
2019,BFA,RESOURCES (GENERAL),3,0,0,3
2019,BFA,SOCIAL DEVELOPMENT,10,0,0,10
2019,BFA,SPACE SCIENCES,2,0,0,2
2019,BFA,TELECOMMUNICATIONS,1,0,0,1
2019,BFA,TRADE IN COMMODITIES,1,0,0,1
2019,BFA,TRADE RELATED FINANCE,2,0,0,2
2019,BFA,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BGD,COMMODITIES,1,0,0,1
2019,BGD,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BGD,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BGD,CULTURAL DEVELOPMENT,1,0,0,1
2019,BGD,CULTURE,1,0,0,1
2019,BGD,DEVELOPMENT,9,0,0,9
2019,BGD,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
2019,BGD,DEVELOPMENT FINANCE,2,0,0,2
2019,BGD,DISARMAMENT AND MILITARY QUESTIONS,33,0,2,35
2019,BGD,DISCRIMINATION,6,0,2,8
2019,BGD,ECONOMIC CONDITIONS,2,0,0,2
2019,BGD,ENVIRONMENT,4,0,1,5
2019,BGD,FOOD AND NUTRITION,1,0,0,1
2019,BGD,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BGD,HUMAN RIGHTS,14,0,4,18
2019,BGD,INTERNATIONAL LAW,9,0,2,11
2019,BGD,INTERNATIONAL RELATIONS,30,0,4,34
2019,BGD,INTERNATIONAL TRADE,1,0,0,1
2019,BGD,INTERNATIONAL TRADE LAW,0,0,1,1
2019,BGD,MAINTENANCE OF PEACE AND SECURITY,26,0,3,29
2019,BGD,MARINE RESOURCES,2,0,0,2
2019,BGD,MONETARY ISSUES,1,0,0,1
2019,BGD,NATURAL RESOURCES AND THE ENVIRONMENT,0,0,1,1
2019,BGD,NUCLEAR SCIENCE,1,0,0,1
2019,BGD,No Tag,1,0,0,1
2019,BGD,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BGD,POLITICAL AND LEGAL QUESTIONS,29,0,5,34
2019,BGD,POLITICAL EVENTS AND ISSUES,12,0,4,16
2019,BGD,POLLUTION,2,0,0,2
2019,BGD,PROGRAMME PLANNING,1,0,0,1
2019,BGD,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,1,6
2019,BGD,PUBLIC FINANCE,2,0,0,2
2019,BGD,RECOMMENDATIONS,2,0,0,2
2019,BGD,RESOURCES (GENERAL),3,0,0,3
2019,BGD,SOCIAL DEVELOPMENT,10,0,1,11
2019,BGD,SPACE SCIENCES,2,0,0,2
2019,BGD,STATISTICS,1,0,0,1
2019,BGD,TELECOMMUNICATIONS,1,0,1,2
2019,BGD,TRADE IN COMMODITIES,1,0,0,1
2019,BGD,TRADE RELATED FINANCE,2,0,0,2
2019,BGD,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BGR,COMMODITIES,1,0,0,1
2019,BGR,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BGR,COMPUTER SCIENCE AND TECHNOLOGY,1,0,1,2
2019,BGR,CULTURAL DEVELOPMENT,0,1,0,1
2019,BGR,CULTURE,0,0,1,1
2019,BGR,DEVELOPMENT,2,2,5,9
2019,BGR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BGR,DEVELOPMENT FINANCE,2,0,0,2
2019,BGR,DISARMAMENT AND MILITARY QUESTIONS,18,11,6,35
2019,BGR,DISCRIMINATION,5,0,3,8
2019,BGR,ECONOMIC CONDITIONS,1,0,1,2
2019,BGR,ENVIRONMENT,3,0,2,5
2019,BGR,FOOD AND NUTRITION,1,0,0,1
2019,BGR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,1,3
2019,BGR,HUMAN RIGHTS,11,3,4,18
2019,BGR,INTERNATIONAL LAW,7,2,2,11
2019,BGR,INTERNATIONAL RELATIONS,18,5,11,34
2019,BGR,INTERNATIONAL TRADE,1,0,0,1
2019,BGR,INTERNATIONAL TRADE LAW,1,0,0,1
2019,BGR,MAINTENANCE OF PEACE AND SECURITY,18,4,7,29
2019,BGR,MARINE RESOURCES,2,0,0,2
2019,BGR,MONETARY ISSUES,1,0,0,1
2019,BGR,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BGR,NUCLEAR SCIENCE,1,0,0,1
2019,BGR,No Tag,1,0,0,1
2019,BGR,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BGR,POLITICAL AND LEGAL QUESTIONS,17,6,11,34
2019,BGR,POLITICAL EVENTS AND ISSUES,9,4,3,16
2019,BGR,POLLUTION,2,0,0,2
2019,BGR,PROGRAMME PLANNING,1,0,0,1
2019,BGR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,0,0,6
2019,BGR,PUBLIC FINANCE,0,1,1,2
2019,BGR,RECOMMENDATIONS,0,1,1,2
2019,BGR,RESOURCES (GENERAL),2,0,1,3
2019,BGR,SOCIAL DEVELOPMENT,6,3,2,11
2019,BGR,SPACE SCIENCES,1,0,1,2
2019,BGR,STATISTICS,0,1,0,1
2019,BGR,TELECOMMUNICATIONS,0,1,1,2
2019,BGR,TRADE IN COMMODITIES,1,0,0,1
2019,BGR,TRADE RELATED FINANCE,1,0,1,2
2019,BGR,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BHR,COMMODITIES,1,0,0,1
2019,BHR,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BHR,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BHR,CULTURAL DEVELOPMENT,1,0,0,1
2019,BHR,CULTURE,1,0,0,1
2019,BHR,DEVELOPMENT,9,0,0,9
2019,BHR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0,0,1,1
2019,BHR,DEVELOPMENT FINANCE,2,0,0,2
2019,BHR,DISARMAMENT AND MILITARY QUESTIONS,31,0,4,35
2019,BHR,DISCRIMINATION,7,0,1,8
2019,BHR,ECONOMIC CONDITIONS,2,0,0,2
2019,BHR,ENVIRONMENT,4,0,1,5
2019,BHR,FOOD AND NUTRITION,1,0,0,1
2019,BHR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BHR,HUMAN RIGHTS,16,0,2,18
2019,BHR,INTERNATIONAL LAW,7,1,3,11
2019,BHR,INTERNATIONAL RELATIONS,31,0,3,34
2019,BHR,INTERNATIONAL TRADE,1,0,0,1
2019,BHR,INTERNATIONAL TRADE LAW,0,1,0,1
2019,BHR,MAINTENANCE OF PEACE AND SECURITY,26,0,3,29
2019,BHR,MARINE RESOURCES,2,0,0,2
2019,BHR,MONETARY ISSUES,1,0,0,1
2019,BHR,NATURAL RESOURCES AND THE ENVIRONMENT,0,0,1,1
2019,BHR,NUCLEAR SCIENCE,1,0,0,1
2019,BHR,No Tag,1,0,0,1
2019,BHR,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BHR,POLITICAL AND LEGAL QUESTIONS,30,1,3,34
2019,BHR,POLITICAL EVENTS AND ISSUES,14,0,2,16
2019,BHR,POLLUTION,2,0,0,2
2019,BHR,PROGRAMME PLANNING,1,0,0,1
2019,BHR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,1,6
2019,BHR,PUBLIC FINANCE,2,0,0,2
2019,BHR,RECOMMENDATIONS,2,0,0,2
2019,BHR,RESOURCES (GENERAL),3,0,0,3
2019,BHR,SOCIAL DEVELOPMENT,10,0,1,11
2019,BHR,SPACE SCIENCES,2,0,0,2
2019,BHR,STATISTICS,1,0,0,1
2019,BHR,TELECOMMUNICATIONS,1,0,1,2
2019,BHR,TRADE IN COMMODITIES,1,0,0,1
2019,BHR,TRADE RELATED FINANCE,2,0,0,2
2019,BHR,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BHS,COMMODITIES,1,0,0,1
2019,BHS,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BHS,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BHS,CULTURAL DEVELOPMENT,1,0,0,1
2019,BHS,CULTURE,1,0,0,1
2019,BHS,DEVELOPMENT,9,0,0,9
2019,BHS,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BHS,DEVELOPMENT FINANCE,2,0,0,2
2019,BHS,DISARMAMENT AND MILITARY QUESTIONS,34,0,1,35
2019,BHS,DISCRIMINATION,6,0,1,7
2019,BHS,ECONOMIC CONDITIONS,2,0,0,2
2019,BHS,ENVIRONMENT,5,0,0,5
2019,BHS,FOOD AND NUTRITION,1,0,0,1
2019,BHS,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BHS,HUMAN RIGHTS,16,0,1,17
2019,BHS,INTERNATIONAL LAW,9,1,1,11
2019,BHS,INTERNATIONAL RELATIONS,29,0,2,31
2019,BHS,INTERNATIONAL TRADE,1,0,0,1
2019,BHS,INTERNATIONAL TRADE LAW,0,1,0,1
2019,BHS,MAINTENANCE OF PEACE AND SECURITY,28,0,1,29
2019,BHS,MARINE RESOURCES,2,0,0,2
2019,BHS,MONETARY ISSUES,1,0,0,1
2019,BHS,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BHS,NUCLEAR SCIENCE,1,0,0,1
2019,BHS,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BHS,POLITICAL AND LEGAL QUESTIONS,27,1,2,30
2019,BHS,POLITICAL EVENTS AND ISSUES,12,0,2,14
2019,BHS,POLLUTION,2,0,0,2
2019,BHS,PROGRAMME PLANNING,1,0,0,1
2019,BHS,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,0,0,6
2019,BHS,PUBLIC FINANCE,2,0,0,2
2019,BHS,RECOMMENDATIONS,2,0,0,2
2019,BHS,RESOURCES (GENERAL),3,0,0,3
2019,BHS,SOCIAL DEVELOPMENT,11,0,0,11
2019,BHS,SPACE SCIENCES,2,0,0,2
2019,BHS,STATISTICS,1,0,0,1
2019,BHS,TELECOMMUNICATIONS,1,0,1,2
2019,BHS,TRADE IN COMMODITIES,1,0,0,1
2019,BHS,TRADE RELATED FINANCE,2,0,0,2
2019,BHS,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BIH,COMMODITIES,1,0,0,1
2019,BIH,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BIH,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BIH,CULTURAL DEVELOPMENT,0,1,0,1
2019,BIH,CULTURE,0,0,1,1
2019,BIH,DEVELOPMENT,3,1,3,7
2019,BIH,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BIH,DEVELOPMENT FINANCE,2,0,0,2
2019,BIH,DISARMAMENT AND MILITARY QUESTIONS,17,7,11,35
2019,BIH,DISCRIMINATION,5,0,3,8
2019,BIH,ECONOMIC CONDITIONS,1,0,1,2
2019,BIH,ENVIRONMENT,3,0,2,5
2019,BIH,FOOD AND NUTRITION,1,0,0,1
2019,BIH,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,2,0,1,3
2019,BIH,HUMAN RIGHTS,10,2,6,18
2019,BIH,INTERNATIONAL LAW,7,1,3,11
2019,BIH,INTERNATIONAL RELATIONS,17,4,12,33
2019,BIH,INTERNATIONAL TRADE,1,0,0,1
2019,BIH,INTERNATIONAL TRADE LAW,1,0,0,1
2019,BIH,MAINTENANCE OF PEACE AND SECURITY,17,2,9,28
2019,BIH,MARINE RESOURCES,2,0,0,2
2019,BIH,MONETARY ISSUES,1,0,0,1
2019,BIH,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BIH,NUCLEAR SCIENCE,1,0,0,1
2019,BIH,No Tag,1,0,0,1
2019,BIH,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BIH,POLITICAL AND LEGAL QUESTIONS,18,5,10,33
2019,BIH,POLITICAL EVENTS AND ISSUES,8,3,5,16
2019,BIH,POLLUTION,2,0,0,2
2019,BIH,PROGRAMME PLANNING,1,0,0,1
2019,BIH,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,1,6
2019,BIH,PUBLIC FINANCE,0,1,1,2
2019,BIH,RECOMMENDATIONS,1,0,0,1
2019,BIH,RESOURCES (GENERAL),2,0,1,3
2019,BIH,SOCIAL DEVELOPMENT,6,2,2,10
2019,BIH,SPACE SCIENCES,1,0,1,2
2019,BIH,STATISTICS,0,1,0,1
2019,BIH,TELECOMMUNICATIONS,1,1,0,2
2019,BIH,TRADE IN COMMODITIES,1,0,0,1
2019,BIH,TRADE RELATED FINANCE,1,0,1,2
2019,BIH,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BLR,COMMODITIES,1,0,0,1
2019,BLR,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BLR,COMPUTER SCIENCE AND TECHNOLOGY,1,0,1,2
2019,BLR,CULTURAL DEVELOPMENT,1,0,0,1
2019,BLR,CULTURE,1,0,0,1
2019,BLR,DEVELOPMENT,7,0,0,7
2019,BLR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BLR,DEVELOPMENT FINANCE,2,0,0,2
2019,BLR,DISARMAMENT AND MILITARY QUESTIONS,25,1,9,35
2019,BLR,DISCRIMINATION,3,3,2,8
2019,BLR,ECONOMIC CONDITIONS,2,0,0,2
2019,BLR,ENVIRONMENT,4,0,0,4
2019,BLR,FOOD AND NUTRITION,1,0,0,1
2019,BLR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BLR,HUMAN RIGHTS,11,5,2,18
2019,BLR,INTERNATIONAL LAW,6,0,5,11
2019,BLR,INTERNATIONAL RELATIONS,22,5,5,32
2019,BLR,INTERNATIONAL TRADE,1,0,0,1
2019,BLR,INTERNATIONAL TRADE LAW,0,0,1,1
2019,BLR,MAINTENANCE OF PEACE AND SECURITY,23,2,2,27
2019,BLR,MARINE RESOURCES,1,0,0,1
2019,BLR,MONETARY ISSUES,1,0,0,1
2019,BLR,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BLR,NUCLEAR SCIENCE,1,0,0,1
2019,BLR,No Tag,1,0,0,1
2019,BLR,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BLR,POLITICAL AND LEGAL QUESTIONS,22,5,5,32
2019,BLR,POLITICAL EVENTS AND ISSUES,7,5,3,15
2019,BLR,POLLUTION,2,0,0,2
2019,BLR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,1,0,6
2019,BLR,PUBLIC FINANCE,2,0,0,2
2019,BLR,RECOMMENDATIONS,1,0,0,1
2019,BLR,RESOURCES (GENERAL),3,0,0,3
2019,BLR,SOCIAL DEVELOPMENT,9,1,0,10
2019,BLR,SPACE SCIENCES,2,0,0,2
2019,BLR,STATISTICS,1,0,0,1
2019,BLR,TELECOMMUNICATIONS,2,0,0,2
2019,BLR,TRADE IN COMMODITIES,1,0,0,1
2019,BLR,TRADE RELATED FINANCE,2,0,0,2
2019,BLR,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BLZ,COMMODITIES,1,0,0,1
2019,BLZ,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BLZ,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BLZ,CULTURAL DEVELOPMENT,1,0,0,1
2019,BLZ,CULTURE,1,0,0,1
2019,BLZ,DEVELOPMENT,7,0,0,7
2019,BLZ,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BLZ,DEVELOPMENT FINANCE,2,0,0,2
2019,BLZ,DISARMAMENT AND MILITARY QUESTIONS,33,1,1,35
2019,BLZ,DISCRIMINATION,7,0,1,8
2019,BLZ,ECONOMIC CONDITIONS,2,0,0,2
2019,BLZ,ENVIRONMENT,5,0,0,5
2019,BLZ,FOOD AND NUTRITION,1,0,0,1
2019,BLZ,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BLZ,HUMAN RIGHTS,16,0,2,18
2019,BLZ,INTERNATIONAL LAW,9,1,1,11
2019,BLZ,INTERNATIONAL RELATIONS,28,1,2,31
2019,BLZ,INTERNATIONAL TRADE,1,0,0,1
2019,BLZ,INTERNATIONAL TRADE LAW,0,0,1,1
2019,BLZ,MAINTENANCE OF PEACE AND SECURITY,24,1,2,27
2019,BLZ,MARINE RESOURCES,2,0,0,2
2019,BLZ,MONETARY ISSUES,1,0,0,1
2019,BLZ,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BLZ,NUCLEAR SCIENCE,1,0,0,1
2019,BLZ,No Tag,1,0,0,1
2019,BLZ,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BLZ,POLITICAL AND LEGAL QUESTIONS,27,1,3,31
2019,BLZ,POLITICAL EVENTS AND ISSUES,12,1,2,15
2019,BLZ,POLLUTION,2,0,0,2
2019,BLZ,PROGRAMME PLANNING,1,0,0,1
2019,BLZ,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,6,0,0,6
2019,BLZ,PUBLIC FINANCE,1,0,0,1
2019,BLZ,RECOMMENDATIONS,1,0,0,1
2019,BLZ,RESOURCES (GENERAL),3,0,0,3
2019,BLZ,SOCIAL DEVELOPMENT,10,0,0,10
2019,BLZ,SPACE SCIENCES,2,0,0,2
2019,BLZ,TELECOMMUNICATIONS,1,1,0,2
2019,BLZ,TRADE IN COMMODITIES,1,0,0,1
2019,BLZ,TRADE RELATED FINANCE,2,0,0,2
2019,BLZ,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BOL,COMMODITIES,1,0,0,1
2019,BOL,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BOL,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BOL,CULTURAL DEVELOPMENT,1,0,0,1
2019,BOL,CULTURE,1,0,0,1
2019,BOL,DEVELOPMENT,9,0,0,9
2019,BOL,DEVELOPMENT FINANCE,2,0,0,2
2019,BOL,DISARMAMENT AND MILITARY QUESTIONS,25,0,5,30
2019,BOL,DISCRIMINATION,6,0,0,6
2019,BOL,ECONOMIC CONDITIONS,2,0,0,2
2019,BOL,ENVIRONMENT,4,0,0,4
2019,BOL,FOOD AND NUTRITION,1,0,0,1
2019,BOL,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,0,0,3
2019,BOL,HUMAN RIGHTS,14,0,1,15
2019,BOL,INTERNATIONAL LAW,7,0,2,9
2019,BOL,INTERNATIONAL RELATIONS,26,0,3,29
2019,BOL,INTERNATIONAL TRADE,1,0,0,1
2019,BOL,MAINTENANCE OF PEACE AND SECURITY,20,0,3,23
2019,BOL,MARINE RESOURCES,2,0,0,2
2019,BOL,MONETARY ISSUES,1,0,0,1
2019,BOL,No Tag,1,0,0,1
2019,BOL,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BOL,POLITICAL AND LEGAL QUESTIONS,29,0,1,30
2019,BOL,POLITICAL EVENTS AND ISSUES,12,0,1,13
2019,BOL,POLLUTION,2,0,0,2
2019,BOL,PROGRAMME PLANNING,1,0,0,1
2019,BOL,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,0,1,6
2019,BOL,PUBLIC FINANCE,2,0,0,2
2019,BOL,RECOMMENDATIONS,2,0,0,2
2019,BOL,RESOURCES (GENERAL),3,0,0,3
2019,BOL,SOCIAL DEVELOPMENT,10,0,1,11
2019,BOL,SPACE SCIENCES,1,0,0,1
2019,BOL,STATISTICS,1,0,0,1
2019,BOL,TELECOMMUNICATIONS,1,0,1,2
2019,BOL,TRADE IN COMMODITIES,1,0,0,1
2019,BOL,TRADE RELATED FINANCE,2,0,0,2
2019,BOL,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BRA,COMMODITIES,1,0,0,1
2019,BRA,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BRA,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BRA,CULTURAL DEVELOPMENT,0,1,0,1
2019,BRA,CULTURE,1,0,0,1
2019,BRA,DEVELOPMENT,7,0,2,9
2019,BRA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
2019,BRA,DEVELOPMENT FINANCE,1,1,0,2
2019,BRA,DISARMAMENT AND MILITARY QUESTIONS,29,0,6,35
2019,BRA,DISCRIMINATION,4,1,3,8
2019,BRA,ECONOMIC CONDITIONS,0,1,1,2
2019,BRA,ENVIRONMENT,5,0,0,5
2019,BRA,FOOD AND NUTRITION,1,0,0,1
2019,BRA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,1,1,1,3
2019,BRA,HUMAN RIGHTS,10,2,6,18
2019,BRA,INTERNATIONAL LAW,9,0,2,11
2019,BRA,INTERNATIONAL RELATIONS,20,4,9,33
2019,BRA,INTERNATIONAL TRADE,1,0,0,1
2019,BRA,INTERNATIONAL TRADE LAW,1,0,0,1
2019,BRA,MAINTENANCE OF PEACE AND SECURITY,23,1,5,29
2019,BRA,MARINE RESOURCES,2,0,0,2
2019,BRA,MONETARY ISSUES,1,0,0,1
2019,BRA,NATURAL RESOURCES AND THE ENVIRONMENT,1,0,0,1
2019,BRA,NUCLEAR SCIENCE,1,0,0,1
2019,BRA,No Tag,0,0,1,1
2019,BRA,PHILOSOPHY AND RELIGION,1,0,0,1
2019,BRA,POLITICAL AND LEGAL QUESTIONS,17,5,11,33
2019,BRA,POLITICAL EVENTS AND ISSUES,8,3,5,16
2019,BRA,POLLUTION,2,0,0,2
2019,BRA,PROGRAMME PLANNING,1,0,0,1
2019,BRA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,4,0,2,6
2019,BRA,PUBLIC FINANCE,1,0,1,2
2019,BRA,RECOMMENDATIONS,1,0,1,2
2019,BRA,RESOURCES (GENERAL),2,0,1,3
2019,BRA,SOCIAL DEVELOPMENT,7,0,4,11
2019,BRA,SPACE SCIENCES,2,0,0,2
2019,BRA,STATISTICS,1,0,0,1
2019,BRA,TELECOMMUNICATIONS,1,0,1,2
2019,BRA,TRADE IN COMMODITIES,1,0,0,1
2019,BRA,TRADE RELATED FINANCE,0,1,1,2
2019,BRA,WELFARE AND SOCIAL SERVICES,1,0,0,1
2019,BRB,COMMODITIES,1,0,0,1
2019,BRB,COMMUNICATION AND MASS MEDIA,1,0,0,1
2019,BRB,COMPUTER SCIENCE AND TECHNOLOGY,2,0,0,2
2019,BRB,CULTURAL DEVELOPMENT,1,0,0,1
2019,BRB,CULTURE,1,0,0,1
2019,BRB,DEVELOPMENT,9,0,0,9
2019,BRB,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,0,0,1
