Country name,Year,Pillar 1 Score,Pillar 2 Score,Pillar 3 Score,Total Index Average,Overall Rank,Overall Rank Rolling Avg (3y),Total Index Normalized,Pillar 1 Normalized,Pillar 1 Rank,Pillar 2 Normalized,Pillar 2 Rank,Pillar 3 Normalized,Pillar 3 Rank,Yes Votes,No Votes,Abstain Votes,Total Votes in Year
PAK,2015,68.59529015185187,85.56621648806346,85.0399907169063,79.73383245227387,127,114.0,79.73383245227387,68.59529015185187,120,85.56621648806346,169,85.0399907169063,129,60,3,15,78
PAK,2016,71.35693643024082,87.83833206704702,83.32090854187572,80.83872567972118,125,119.66666666666667,80.83872567972118,71.35693643024082,123,87.83833206704702,160,83.32090854187572,125,62,4,15,81
PAK,2017,77.73609753316454,92.74662066017571,90.89074807838136,87.12448875724054,110,120.66666666666667,87.12448875724054,77.73609753316454,112,92.74662066017571,144,90.89074807838136,117,77,2,12,91
PAK,2018,74.42493732382263,88.84623332727993,88.18190378083082,83.81769147731113,113,116.0,83.81769147731113,74.42493732382263,105,88.84623332727993,158,88.18190378083082,115,84,4,17,105
PAK,2019,75.78159596380227,89.95827752766606,88.98625203466358,84.90870850871063,106,109.66666666666667,84.90870850871063,75.78159596380227,96,89.95827752766606,153,88.98625203466358,118,80,3,16,99
PAK,2020,74.50123039349072,89.6031228819245,86.47482444272163,83.52639257271228,110,109.66666666666667,83.52639257271228,74.50123039349072,82,89.6031228819245,155,86.47482444272163,123,79,3,16,98
PAK,2021,53.93826837409874,84.80164928322816,79.8694256263026,72.86978109454316,119,111.66666666666667,72.86978109454316,53.93826837409874,99,84.80164928322816,168,79.8694256263026,133,62,3,19,84
PAK,2022,65.84169773077856,77.70198346108303,67.06284944292999,70.20217687826386,144,124.33333333333333,70.20217687826386,65.84169773077856,102,77.70198346108303,167,67.06284944292999,145,60,6,23,89
PAK,2023,76.37187988916395,81.5690868793532,75.16818498448029,77.70305058433247,128,130.33333333333334,77.70305058433247,76.37187988916395,99,81.5690868793532,169,75.16818498448029,128,62,4,22,88
PAK,2024,80.12181704136273,84.30518105727549,77.42047622969898,80.6158247761124,118,130.0,80.6158247761124,80.12181704136273,95,84.30518105727549,162,77.42047622969898,124,69,4,21,94
PAK,2025,71.9773349184046,94.84254026231747,92.93798204672215,86.58595240914808,126,124.0,86.58595240914808,71.9773349184046,141,94.84254026231747,150,92.93798204672215,123,165,3,22,190
PAN,1946,50.0,98.06272353631195,100.0,82.68757451210398,1,1.0,82.68757451210398,50.0,,98.06272353631195,15,100.0,1,20,0,0,20
PAN,1947,50.0,99.63771422018024,100.0,83.21257140672675,2,1.5,83.21257140672675,50.0,,99.63771422018024,16,100.0,1,13,0,0,13
PAN,1948,50.0,77.07721552473777,95.66674618651784,74.24798723708521,31,11.333333333333334,74.24798723708521,50.0,,77.07721552473777,37,95.66674618651784,18,13,0,1,14
PAN,1949,68.47407407407407,86.70173558862051,92.41608215095624,82.53063060455027,9,14.0,82.53063060455027,68.47407407407407,13,86.70173558862051,27,92.41608215095624,7,12,0,1,13
PAN,1950,75.84033613445376,97.56220430141707,100.0,91.13418014529027,4,14.666666666666666,91.13418014529027,75.84033613445376,9,97.56220430141707,17,100.0,1,14,0,0,14
PAN,1951,66.66666666666667,99.85741306352925,100.0,88.84135991006531,6,6.333333333333333,88.84135991006531,66.66666666666667,8,99.85741306352925,15,100.0,1,5,0,0,5
PAN,1952,71.67138810198298,98.43397393023915,96.97832598893798,89.02789600705337,5,5.0,89.02789600705337,71.67138810198298,11,98.43397393023915,17,96.97832598893798,5,24,0,0,24
PAN,1953,100.0,91.10334957152864,93.08316700405399,94.72883885852754,15,8.666666666666666,94.72883885852754,100.0,1,91.10334957152864,32,93.08316700405399,14,10,0,1,11
PAN,1954,50.0,83.8773448319795,84.45340871223989,72.77691784807313,23,14.333333333333334,72.77691784807313,50.0,,83.8773448319795,37,84.45340871223989,12,9,0,0,9
PAN,1955,50.0,99.9519243001069,99.99999999999999,83.31730810003563,1,13.0,83.31730810003563,50.0,,99.9519243001069,5,99.99999999999999,1,5,0,1,6
PAN,1956,50.0,94.62416354448588,95.53839970324606,80.05418774924398,15,13.0,80.05418774924398,50.0,,94.62416354448588,32,95.53839970324606,12,23,0,1,24
PAN,1957,88.9553612517257,89.92148888549289,92.94601996526069,90.60762336749309,20,12.0,90.60762336749309,88.9553612517257,17,89.92148888549289,34,92.94601996526069,11,25,0,2,27
PAN,1958,90.13157894736841,99.99914607937667,96.69945148823876,95.61005883832796,13,16.0,95.61005883832796,90.13157894736841,14,99.99914607937667,3,96.69945148823876,12,13,0,1,14
PAN,1959,87.54325259515572,84.3375434161968,93.24600494798801,88.37560031978018,10,14.333333333333334,88.37560031978018,87.54325259515572,6,84.3375434161968,45,93.24600494798801,11,16,0,1,17
PAN,1960,77.11951470084632,78.13404795869472,78.98409808370945,78.07922024775017,46,23.0,78.07922024775017,77.11951470084632,17,78.13404795869472,80,78.98409808370945,56,14,0,3,17
PAN,1961,61.21823101434893,93.87787835785215,81.91572668043153,79.00394535087754,35,30.333333333333332,79.00394535087754,61.21823101434893,24,93.87787835785215,21,81.91572668043153,48,28,0,10,38
PAN,1962,49.441321702740176,95.05943755556235,91.4600425788516,78.65360061238471,40,40.333333333333336,78.65360061238471,49.441321702740176,17,95.05943755556235,49,91.4600425788516,18,14,0,2,16
PAN,1963,61.251862891207175,93.4453391137429,90.79905276239029,81.83208492244678,29,34.666666666666664,81.83208492244678,61.251862891207175,14,93.4453391137429,74,90.79905276239029,57,20,0,3,23
PAN,1965,50.0,89.76042187715255,85.68850526626804,75.1496423811402,70,46.333333333333336,75.1496423811402,50.0,,89.76042187715255,84,85.68850526626804,64,19,0,5,24
PAN,1966,50.0,88.5882361876651,94.03822369836345,77.54215329534286,48,49.0,77.54215329534286,50.0,,88.5882361876651,79,94.03822369836345,19,20,0,1,21
PAN,1967,50.0,87.70736921509119,90.06628999246763,75.92455306918627,60,59.333333333333336,75.92455306918627,50.0,,87.70736921509119,73,90.06628999246763,44,19,1,2,22
PAN,1968,72.49384490100206,95.44016610758516,94.51482729946589,87.48294610268437,29,45.666666666666664,87.48294610268437,72.49384490100206,23,95.44016610758516,56,94.51482729946589,40,22,1,2,25
PAN,1969,85.21465229315447,96.49745770624237,95.27944969883634,92.33051989941106,7,32.0,92.33051989941106,85.21465229315447,9,96.49745770624237,29,95.27944969883634,8,22,1,2,25
PAN,1970,82.9918344367323,83.33569786529209,85.13003462982127,83.81918897728188,38,24.666666666666668,83.81918897728188,82.9918344367323,11,83.33569786529209,102,85.13003462982127,76,31,4,3,38
