Period,Country1_ISO3,Country2_ISO3,CosineSimilarity
1970-1974,ETH,TGO,0.937314
1970-1974,ETH,THA,0.915012
1970-1974,ETH,TJK,0.000000
1970-1974,ETH,TKM,0.000000
1970-1974,ETH,TLS,0.000000
1970-1974,ETH,TON,0.000000
1970-1974,ETH,TTO,0.913359
1970-1974,ETH,TUN,0.938356
1970-1974,ETH,TUR,0.880122
1970-1974,ETH,TUV,0.000000
1970-1974,ETH,TZA,0.910599
1970-1974,ETH,UGA,0.934216
1970-1974,ETH,UKR,0.686225
1970-1974,ETH,URY,0.780305
1970-1974,ETH,USA,0.205599
1970-1974,ETH,UZB,0.000000
1970-1974,ETH,VCT,0.000000
1970-1974,ETH,VEN,0.882475
1970-1974,ETH,VNM,0.000000
1970-1974,ETH,VUT,0.000000
1970-1974,ETH,WSM,0.000000
1970-1974,ETH,YEM,0.849180
1970-1974,ETH,ZAF,-0.093049
1970-1974,ETH,ZMB,0.902042
1970-1974,ETH,ZWE,0.000000
1970-1974,FIN,FJI,0.702863
1970-1974,FIN,FRA,0.486368
1970-1974,FIN,FSM,0.000000
1970-1974,FIN,GAB,0.625852
1970-1974,FIN,GBR,0.490425
1970-1974,FIN,GEO,0.000000
1970-1974,FIN,GHA,0.777300
1970-1974,FIN,GIN,0.662145
1970-1974,FIN,GMB,0.524878
1970-1974,FIN,GNB,0.323575
1970-1974,FIN,GNQ,0.674640
1970-1974,FIN,GRC,0.771015
1970-1974,FIN,GRD,0.299751
1970-1974,FIN,GTM,0.700481
1970-1974,FIN,GUY,0.769745
1970-1974,FIN,HND,0.669602
1970-1974,FIN,HRV,0.000000
1970-1974,FIN,HTI,0.640846
1970-1974,FIN,HUN,0.533110
1970-1974,FIN,IDN,0.751530
1970-1974,FIN,IND,0.725260
1970-1974,FIN,IRL,0.801312
1970-1974,FIN,IRN,0.796407
1970-1974,FIN,IRQ,0.675941
1970-1974,FIN,ISL,0.766210
1970-1974,FIN,ISR,0.534015
1970-1974,FIN,ITA,0.699883
1970-1974,FIN,JAM,0.793007
1970-1974,FIN,JOR,0.775995
1970-1974,FIN,JPN,0.768527
1970-1974,FIN,KAZ,0.000000
1970-1974,FIN,KEN,0.754592
1970-1974,FIN,KGZ,0.000000
1970-1974,FIN,KHM,0.777876
1970-1974,FIN,KIR,0.000000
1970-1974,FIN,KNA,0.000000
1970-1974,FIN,KOR,0.000000
1970-1974,FIN,KWT,0.768299
1970-1974,FIN,LAO,0.747132
1970-1974,FIN,LBN,0.752553
1970-1974,FIN,LBR,0.758801
1970-1974,FIN,LBY,0.763120
1970-1974,FIN,LCA,0.000000
1970-1974,FIN,LIE,0.000000
1970-1974,FIN,LKA,0.761133
1970-1974,FIN,LSO,0.683701
1970-1974,FIN,LTU,0.000000
1970-1974,FIN,LUX,0.757381
1970-1974,FIN,LVA,0.000000
1970-1974,FIN,MAR,0.748511
1970-1974,FIN,MCO,0.000000
1970-1974,FIN,MDA,0.000000
1970-1974,FIN,MDG,0.790282
1970-1974,FIN,MDV,0.333282
1970-1974,FIN,MEX,0.792251
1970-1974,FIN,MHL,0.000000
1970-1974,FIN,MKD,0.000000
1970-1974,FIN,MLI,0.747254
1970-1974,FIN,MLT,0.721110
1970-1974,FIN,MMR,0.787726
1970-1974,FIN,MNE,0.000000
1970-1974,FIN,MNG,0.543715
1970-1974,FIN,MOZ,0.000000
1970-1974,FIN,MRT,0.734964
1970-1974,FIN,MUS,0.582689
1970-1974,FIN,MWI,0.536752
1970-1974,FIN,MYS,0.795435
1970-1974,FIN,NAM,0.000000
1970-1974,FIN,NER,0.752808
1970-1974,FIN,NGA,0.786214
1970-1974,FIN,NIC,0.594061
1970-1974,FIN,NLD,0.774194
1970-1974,FIN,NOR,0.884708
1970-1974,FIN,NPL,0.815882
1970-1974,FIN,NRU,0.000000
1970-1974,FIN,NZL,0.806144
1970-1974,FIN,OMN,0.680305
1970-1974,FIN,PAK,0.779931
1970-1974,FIN,PAN,0.674273
1970-1974,FIN,PER,0.726335
1970-1974,FIN,PHL,0.783817
1970-1974,FIN,PLW,0.000000
1970-1974,FIN,PNG,0.000000
1970-1974,FIN,POL,0.562779
1970-1974,FIN,PRK,0.000000
1970-1974,FIN,PRT,0.306635
1970-1974,FIN,PRY,0.657384
1970-1974,FIN,QAT,0.746736
1970-1974,FIN,ROU,0.683478
1970-1974,FIN,RUS,0.513950
1970-1974,FIN,RWA,0.781256
1970-1974,FIN,SAU,0.644792
1970-1974,FIN,SDN,0.724189
1970-1974,FIN,SEN,0.759307
1970-1974,FIN,SGP,0.804290
1970-1974,FIN,SLB,0.000000
1970-1974,FIN,SLE,0.741179
1970-1974,FIN,SLV,0.683398
1970-1974,FIN,SMR,0.000000
1970-1974,FIN,SOM,0.706140
1970-1974,FIN,SRB,0.747051
1970-1974,FIN,SSD,0.000000
1970-1974,FIN,STP,0.000000
1970-1974,FIN,SUR,0.000000
1970-1974,FIN,SVK,0.000000
1970-1974,FIN,SVN,0.000000
1970-1974,FIN,SWE,0.878204
1970-1974,FIN,SWZ,0.650152
1970-1974,FIN,SYC,0.000000
1970-1974,FIN,SYR,0.746516
1970-1974,FIN,TCD,0.744909
1970-1974,FIN,TGO,0.772118
1970-1974,FIN,THA,0.792107
1970-1974,FIN,TJK,0.000000
1970-1974,FIN,TKM,0.000000
1970-1974,FIN,TLS,0.000000
1970-1974,FIN,TON,0.000000
1970-1974,FIN,TTO,0.768999
1970-1974,FIN,TUN,0.787737
1970-1974,FIN,TUR,0.776320
1970-1974,FIN,TUV,0.000000
1970-1974,FIN,TZA,0.753783
1970-1974,FIN,UGA,0.762440
1970-1974,FIN,UKR,0.533110
1970-1974,FIN,URY,0.684524
1970-1974,FIN,USA,0.411394
1970-1974,FIN,UZB,0.000000
1970-1974,FIN,VCT,0.000000
1970-1974,FIN,VEN,0.755153
1970-1974,FIN,VNM,0.000000
1970-1974,FIN,VUT,0.000000
1970-1974,FIN,WSM,0.000000
1970-1974,FIN,YEM,0.720874
1970-1974,FIN,ZAF,0.047990
1970-1974,FIN,ZMB,0.804984
1970-1974,FIN,ZWE,0.000000
1970-1974,FJI,FRA,0.257199
1970-1974,FJI,FSM,0.000000
1970-1974,FJI,GAB,0.654709
1970-1974,FJI,GBR,0.296545
1970-1974,FJI,GEO,0.000000
1970-1974,FJI,GHA,0.800757
1970-1974,FJI,GIN,0.673100
1970-1974,FJI,GMB,0.531675
1970-1974,FJI,GNB,0.327957
1970-1974,FJI,GNQ,0.670403
1970-1974,FJI,GRC,0.738549
1970-1974,FJI,GRD,0.366667
1970-1974,FJI,GTM,0.760962
1970-1974,FJI,GUY,0.772549
1970-1974,FJI,HND,0.736838
1970-1974,FJI,HRV,0.000000
1970-1974,FJI,HTI,0.728889
1970-1974,FJI,HUN,0.522880
1970-1974,FJI,IDN,0.768895
1970-1974,FJI,IND,0.725238
1970-1974,FJI,IRL,0.689965
1970-1974,FJI,IRN,0.818727
1970-1974,FJI,IRQ,0.679227
1970-1974,FJI,ISL,0.733092
1970-1974,FJI,ISR,0.539258
1970-1974,FJI,ITA,0.547956
1970-1974,FJI,JAM,0.813173
1970-1974,FJI,JOR,0.814860
1970-1974,FJI,JPN,0.672252
1970-1974,FJI,KAZ,0.000000
1970-1974,FJI,KEN,0.760913
1970-1974,FJI,KGZ,0.000000
1970-1974,FJI,KHM,0.836191
1970-1974,FJI,KIR,0.000000
1970-1974,FJI,KNA,0.000000
1970-1974,FJI,KOR,0.000000
1970-1974,FJI,KWT,0.753248
1970-1974,FJI,LAO,0.782549
1970-1974,FJI,LBN,0.785522
1970-1974,FJI,LBR,0.800000
1970-1974,FJI,LBY,0.763625
1970-1974,FJI,LCA,0.000000
1970-1974,FJI,LIE,0.000000
1970-1974,FJI,LKA,0.759471
1970-1974,FJI,LSO,0.787143
1970-1974,FJI,LTU,0.000000
1970-1974,FJI,LUX,0.566169
1970-1974,FJI,LVA,0.000000
1970-1974,FJI,MAR,0.773678
1970-1974,FJI,MCO,0.000000
1970-1974,FJI,MDA,0.000000
1970-1974,FJI,MDG,0.807810
1970-1974,FJI,MDV,0.329983
1970-1974,FJI,MEX,0.809446
1970-1974,FJI,MHL,0.000000
1970-1974,FJI,MKD,0.000000
1970-1974,FJI,MLI,0.764655
1970-1974,FJI,MLT,0.770911
1970-1974,FJI,MMR,0.781347
1970-1974,FJI,MNE,0.000000
1970-1974,FJI,MNG,0.542728
1970-1974,FJI,MOZ,0.000000
1970-1974,FJI,MRT,0.726408
1970-1974,FJI,MUS,0.591295
1970-1974,FJI,MWI,0.598764
1970-1974,FJI,MYS,0.813814
1970-1974,FJI,NAM,0.000000
1970-1974,FJI,NER,0.777817
1970-1974,FJI,NGA,0.781298
1970-1974,FJI,NIC,0.578728
1970-1974,FJI,NLD,0.612989
1970-1974,FJI,NOR,0.692834
1970-1974,FJI,NPL,0.750660
1970-1974,FJI,NRU,0.000000
1970-1974,FJI,NZL,0.779920
1970-1974,FJI,OMN,0.735711
1970-1974,FJI,PAK,0.760771
1970-1974,FJI,PAN,0.740243
1970-1974,FJI,PER,0.722681
1970-1974,FJI,PHL,0.834918
1970-1974,FJI,PLW,0.000000
1970-1974,FJI,PNG,0.000000
1970-1974,FJI,POL,0.518545
1970-1974,FJI,PRK,0.000000
1970-1974,FJI,PRT,0.222718
1970-1974,FJI,PRY,0.693333
1970-1974,FJI,QAT,0.752019
1970-1974,FJI,ROU,0.680004
1970-1974,FJI,RUS,0.464669
1970-1974,FJI,RWA,0.820385
1970-1974,FJI,SAU,0.680680
1970-1974,FJI,SDN,0.713305
1970-1974,FJI,SEN,0.789152
1970-1974,FJI,SGP,0.814632
1970-1974,FJI,SLB,0.000000
1970-1974,FJI,SLE,0.712065
1970-1974,FJI,SLV,0.734631
1970-1974,FJI,SMR,0.000000
1970-1974,FJI,SOM,0.692101
1970-1974,FJI,SRB,0.742649
1970-1974,FJI,SSD,0.000000
1970-1974,FJI,STP,0.000000
1970-1974,FJI,SUR,0.000000
1970-1974,FJI,SVK,0.000000
1970-1974,FJI,SVN,0.000000
1970-1974,FJI,SWE,0.697205
1970-1974,FJI,SWZ,0.666917
1970-1974,FJI,SYC,0.000000
1970-1974,FJI,SYR,0.691025
1970-1974,FJI,TCD,0.731653
1970-1974,FJI,TGO,0.795419
1970-1974,FJI,THA,0.820385
1970-1974,FJI,TJK,0.000000
1970-1974,FJI,TKM,0.000000
1970-1974,FJI,TLS,0.000000
1970-1974,FJI,TON,0.000000
1970-1974,FJI,TTO,0.790534
1970-1974,FJI,TUN,0.797647
1970-1974,FJI,TUR,0.768534
1970-1974,FJI,TUV,0.000000
1970-1974,FJI,TZA,0.764855
1970-1974,FJI,UGA,0.788959
1970-1974,FJI,UKR,0.527063
1970-1974,FJI,URY,0.744063
1970-1974,FJI,USA,0.251547
1970-1974,FJI,UZB,0.000000
1970-1974,FJI,VCT,0.000000
1970-1974,FJI,VEN,0.788235
1970-1974,FJI,VNM,0.000000
1970-1974,FJI,VUT,0.000000
1970-1974,FJI,WSM,0.000000
1970-1974,FJI,YEM,0.710022
1970-1974,FJI,ZAF,0.030953
1970-1974,FJI,ZMB,0.758090
1970-1974,FJI,ZWE,0.000000
1970-1974,FRA,FSM,0.000000
1970-1974,FRA,GAB,0.316981
1970-1974,FRA,GBR,0.824445
1970-1974,FRA,GEO,0.000000
1970-1974,FRA,GHA,0.282581
1970-1974,FRA,GIN,0.355978
1970-1974,FRA,GMB,0.185287
1970-1974,FRA,GNB,0.084853
1970-1974,FRA,GNQ,0.308000
1970-1974,FRA,GRC,0.412604
1970-1974,FRA,GRD,0.052705
1970-1974,FRA,GTM,0.283473
1970-1974,FRA,GUY,0.305067
1970-1974,FRA,HND,0.319208
1970-1974,FRA,HRV,0.000000
1970-1974,FRA,HTI,0.236117
1970-1974,FRA,HUN,0.134925
1970-1974,FRA,IDN,0.400014
1970-1974,FRA,IND,0.392172
1970-1974,FRA,IRL,0.475673
1970-1974,FRA,IRN,0.312104
1970-1974,FRA,IRQ,0.280976
1970-1974,FRA,ISL,0.364100
1970-1974,FRA,ISR,0.272295
1970-1974,FRA,ITA,0.655984
1970-1974,FRA,JAM,0.290689
1970-1974,FRA,JOR,0.300425
1970-1974,FRA,JPN,0.537865
1970-1974,FRA,KAZ,0.000000
1970-1974,FRA,KEN,0.405198
1970-1974,FRA,KGZ,0.000000
1970-1974,FRA,KHM,0.282225
1970-1974,FRA,KIR,0.000000
1970-1974,FRA,KNA,0.000000
1970-1974,FRA,KOR,0.000000
1970-1974,FRA,KWT,0.275681
1970-1974,FRA,LAO,0.316493
1970-1974,FRA,LBN,0.300309
1970-1974,FRA,LBR,0.293906
1970-1974,FRA,LBY,0.268974
1970-1974,FRA,LCA,0.000000
1970-1974,FRA,LIE,0.000000
1970-1974,FRA,LKA,0.300826
1970-1974,FRA,LSO,0.264044
1970-1974,FRA,LTU,0.000000
1970-1974,FRA,LUX,0.572627
1970-1974,FRA,LVA,0.000000
1970-1974,FRA,MAR,0.311940
1970-1974,FRA,MCO,0.000000
1970-1974,FRA,MDA,0.000000
1970-1974,FRA,MDG,0.331008
1970-1974,FRA,MDV,0.143108
1970-1974,FRA,MEX,0.331183
1970-1974,FRA,MHL,0.000000
1970-1974,FRA,MKD,0.000000
1970-1974,FRA,MLI,0.293097
1970-1974,FRA,MLT,0.266680
1970-1974,FRA,MMR,0.306725
1970-1974,FRA,MNE,0.000000
1970-1974,FRA,MNG,0.158424
1970-1974,FRA,MOZ,0.000000
1970-1974,FRA,MRT,0.362327
1970-1974,FRA,MUS,0.256707
1970-1974,FRA,MWI,0.351150
1970-1974,FRA,MYS,0.295301
1970-1974,FRA,NAM,0.000000
1970-1974,FRA,NER,0.301869
1970-1974,FRA,NGA,0.292206
1970-1974,FRA,NIC,0.363496
1970-1974,FRA,NLD,0.539085
1970-1974,FRA,NOR,0.502145
1970-1974,FRA,NPL,0.337903
1970-1974,FRA,NRU,0.000000
1970-1974,FRA,NZL,0.430628
1970-1974,FRA,OMN,0.238225
1970-1974,FRA,PAK,0.312995
1970-1974,FRA,PAN,0.347471
1970-1974,FRA,PER,0.385863
1970-1974,FRA,PHL,0.301569
1970-1974,FRA,PLW,0.000000
1970-1974,FRA,PNG,0.000000
1970-1974,FRA,POL,0.231060
1970-1974,FRA,PRK,0.000000
1970-1974,FRA,PRT,0.439480
1970-1974,FRA,PRY,0.312011
1970-1974,FRA,QAT,0.292586
1970-1974,FRA,ROU,0.248404
1970-1974,FRA,RUS,0.354047
1970-1974,FRA,RWA,0.317216
1970-1974,FRA,SAU,0.212625
1970-1974,FRA,SDN,0.364113
1970-1974,FRA,SEN,0.282581
1970-1974,FRA,SGP,0.313506
1970-1974,FRA,SLB,0.000000
1970-1974,FRA,SLE,0.379754
1970-1974,FRA,SLV,0.332068
1970-1974,FRA,SMR,0.000000
1970-1974,FRA,SOM,0.381242
1970-1974,FRA,SRB,0.370810
1970-1974,FRA,SSD,0.000000
1970-1974,FRA,STP,0.000000
1970-1974,FRA,SUR,0.000000
1970-1974,FRA,SVK,0.000000
1970-1974,FRA,SVN,0.000000
1970-1974,FRA,SWE,0.488881
1970-1974,FRA,SWZ,0.290345
1970-1974,FRA,SYC,0.000000
1970-1974,FRA,SYR,0.331306
1970-1974,FRA,TCD,0.308492
1970-1974,FRA,TGO,0.302569
1970-1974,FRA,THA,0.317216
1970-1974,FRA,TJK,0.000000
1970-1974,FRA,TKM,0.000000
1970-1974,FRA,TLS,0.000000
1970-1974,FRA,TON,0.000000
1970-1974,FRA,TTO,0.281713
1970-1974,FRA,TUN,0.319183
1970-1974,FRA,TUR,0.353501
1970-1974,FRA,TUV,0.000000
1970-1974,FRA,TZA,0.287368
1970-1974,FRA,UGA,0.276136
1970-1974,FRA,UKR,0.146830
1970-1974,FRA,URY,0.304191
1970-1974,FRA,USA,0.700518
1970-1974,FRA,UZB,0.000000
1970-1974,FRA,VCT,0.000000
1970-1974,FRA,VEN,0.267864
1970-1974,FRA,VNM,0.000000
1970-1974,FRA,VUT,0.000000
1970-1974,FRA,WSM,0.000000
1970-1974,FRA,YEM,0.264364
1970-1974,FRA,ZAF,0.274069
1970-1974,FRA,ZMB,0.315741
1970-1974,FRA,ZWE,0.000000
1970-1974,FSM,GAB,0.000000
1970-1974,FSM,GBR,0.000000
1970-1974,FSM,GEO,0.000000
1970-1974,FSM,GHA,0.000000
1970-1974,FSM,GIN,0.000000
1970-1974,FSM,GMB,0.000000
1970-1974,FSM,GNB,0.000000
1970-1974,FSM,GNQ,0.000000
1970-1974,FSM,GRC,0.000000
1970-1974,FSM,GRD,0.000000
1970-1974,FSM,GTM,0.000000
1970-1974,FSM,GUY,0.000000
1970-1974,FSM,HND,0.000000
1970-1974,FSM,HRV,0.000000
1970-1974,FSM,HTI,0.000000
1970-1974,FSM,HUN,0.000000
1970-1974,FSM,IDN,0.000000
1970-1974,FSM,IND,0.000000
1970-1974,FSM,IRL,0.000000
1970-1974,FSM,IRN,0.000000
1970-1974,FSM,IRQ,0.000000
1970-1974,FSM,ISL,0.000000
1970-1974,FSM,ISR,0.000000
1970-1974,FSM,ITA,0.000000
1970-1974,FSM,JAM,0.000000
1970-1974,FSM,JOR,0.000000
1970-1974,FSM,JPN,0.000000
1970-1974,FSM,KAZ,0.000000
1970-1974,FSM,KEN,0.000000
1970-1974,FSM,KGZ,0.000000
1970-1974,FSM,KHM,0.000000
1970-1974,FSM,KIR,0.000000
1970-1974,FSM,KNA,0.000000
1970-1974,FSM,KOR,0.000000
1970-1974,FSM,KWT,0.000000
1970-1974,FSM,LAO,0.000000
1970-1974,FSM,LBN,0.000000
1970-1974,FSM,LBR,0.000000
1970-1974,FSM,LBY,0.000000
1970-1974,FSM,LCA,0.000000
1970-1974,FSM,LIE,0.000000
1970-1974,FSM,LKA,0.000000
1970-1974,FSM,LSO,0.000000
1970-1974,FSM,LTU,0.000000
1970-1974,FSM,LUX,0.000000
1970-1974,FSM,LVA,0.000000
1970-1974,FSM,MAR,0.000000
1970-1974,FSM,MCO,0.000000
1970-1974,FSM,MDA,0.000000
1970-1974,FSM,MDG,0.000000
1970-1974,FSM,MDV,0.000000
1970-1974,FSM,MEX,0.000000
1970-1974,FSM,MHL,0.000000
1970-1974,FSM,MKD,0.000000
1970-1974,FSM,MLI,0.000000
1970-1974,FSM,MLT,0.000000
1970-1974,FSM,MMR,0.000000
1970-1974,FSM,MNE,0.000000
1970-1974,FSM,MNG,0.000000
1970-1974,FSM,MOZ,0.000000
1970-1974,FSM,MRT,0.000000
1970-1974,FSM,MUS,0.000000
1970-1974,FSM,MWI,0.000000
1970-1974,FSM,MYS,0.000000
1970-1974,FSM,NAM,0.000000
1970-1974,FSM,NER,0.000000
1970-1974,FSM,NGA,0.000000
1970-1974,FSM,NIC,0.000000
1970-1974,FSM,NLD,0.000000
1970-1974,FSM,NOR,0.000000
1970-1974,FSM,NPL,0.000000
1970-1974,FSM,NRU,0.000000
1970-1974,FSM,NZL,0.000000
1970-1974,FSM,OMN,0.000000
1970-1974,FSM,PAK,0.000000
1970-1974,FSM,PAN,0.000000
1970-1974,FSM,PER,0.000000
1970-1974,FSM,PHL,0.000000
1970-1974,FSM,PLW,0.000000
1970-1974,FSM,PNG,0.000000
1970-1974,FSM,POL,0.000000
1970-1974,FSM,PRK,0.000000
1970-1974,FSM,PRT,0.000000
1970-1974,FSM,PRY,0.000000
1970-1974,FSM,QAT,0.000000
1970-1974,FSM,ROU,0.000000
1970-1974,FSM,RUS,0.000000
1970-1974,FSM,RWA,0.000000
1970-1974,FSM,SAU,0.000000
1970-1974,FSM,SDN,0.000000
1970-1974,FSM,SEN,0.000000
1970-1974,FSM,SGP,0.000000
1970-1974,FSM,SLB,0.000000
1970-1974,FSM,SLE,0.000000
1970-1974,FSM,SLV,0.000000
1970-1974,FSM,SMR,0.000000
1970-1974,FSM,SOM,0.000000
1970-1974,FSM,SRB,0.000000
1970-1974,FSM,SSD,0.000000
1970-1974,FSM,STP,0.000000
1970-1974,FSM,SUR,0.000000
1970-1974,FSM,SVK,0.000000
1970-1974,FSM,SVN,0.000000
1970-1974,FSM,SWE,0.000000
1970-1974,FSM,SWZ,0.000000
1970-1974,FSM,SYC,0.000000
1970-1974,FSM,SYR,0.000000
1970-1974,FSM,TCD,0.000000
1970-1974,FSM,TGO,0.000000
1970-1974,FSM,THA,0.000000
1970-1974,FSM,TJK,0.000000
1970-1974,FSM,TKM,0.000000
1970-1974,FSM,TLS,0.000000
1970-1974,FSM,TON,0.000000
1970-1974,FSM,TTO,0.000000
1970-1974,FSM,TUN,0.000000
1970-1974,FSM,TUR,0.000000
1970-1974,FSM,TUV,0.000000
1970-1974,FSM,TZA,0.000000
1970-1974,FSM,UGA,0.000000
1970-1974,FSM,UKR,0.000000
1970-1974,FSM,URY,0.000000
1970-1974,FSM,USA,0.000000
1970-1974,FSM,UZB,0.000000
1970-1974,FSM,VCT,0.000000
1970-1974,FSM,VEN,0.000000
1970-1974,FSM,VNM,0.000000
1970-1974,FSM,VUT,0.000000
1970-1974,FSM,WSM,0.000000
1970-1974,FSM,YEM,0.000000
1970-1974,FSM,ZAF,0.000000
1970-1974,FSM,ZMB,0.000000
1970-1974,FSM,ZWE,0.000000
1970-1974,GAB,GBR,0.205030
1970-1974,GAB,GEO,0.000000
1970-1974,GAB,GHA,0.778142
1970-1974,GAB,GIN,0.660241
1970-1974,GAB,GMB,0.551167
1970-1974,GAB,GNB,0.201928
1970-1974,GAB,GNQ,0.685365
1970-1974,GAB,GRC,0.679450
1970-1974,GAB,GRD,0.158033
1970-1974,GAB,GTM,0.688084
1970-1974,GAB,GUY,0.745014
1970-1974,GAB,HND,0.718285
1970-1974,GAB,HRV,0.000000
1970-1974,GAB,HTI,0.695346
1970-1974,GAB,HUN,0.539708
1970-1974,GAB,IDN,0.723546
1970-1974,GAB,IND,0.699950
1970-1974,GAB,IRL,0.622587
1970-1974,GAB,IRN,0.755808
1970-1974,GAB,IRQ,0.702081
1970-1974,GAB,ISL,0.617720
1970-1974,GAB,ISR,0.490412
1970-1974,GAB,ITA,0.539011
1970-1974,GAB,JAM,0.778234
1970-1974,GAB,JOR,0.745448
1970-1974,GAB,JPN,0.633589
1970-1974,GAB,KAZ,0.000000
1970-1974,GAB,KEN,0.714691
1970-1974,GAB,KGZ,0.000000
1970-1974,GAB,KHM,0.718817
1970-1974,GAB,KIR,0.000000
1970-1974,GAB,KNA,0.000000
1970-1974,GAB,KOR,0.000000
1970-1974,GAB,KWT,0.718632
1970-1974,GAB,LAO,0.673670
1970-1974,GAB,LBN,0.746420
1970-1974,GAB,LBR,0.725094
1970-1974,GAB,LBY,0.722020
1970-1974,GAB,LCA,0.000000
1970-1974,GAB,LIE,0.000000
1970-1974,GAB,LKA,0.711911
1970-1974,GAB,LSO,0.667137
1970-1974,GAB,LTU,0.000000
1970-1974,GAB,LUX,0.546665
1970-1974,GAB,LVA,0.000000
1970-1974,GAB,MAR,0.746702
1970-1974,GAB,MCO,0.000000
1970-1974,GAB,MDA,0.000000
1970-1974,GAB,MDG,0.778294
1970-1974,GAB,MDV,0.354396
1970-1974,GAB,MEX,0.724905
1970-1974,GAB,MHL,0.000000
1970-1974,GAB,MKD,0.000000
1970-1974,GAB,MLI,0.745448
1970-1974,GAB,MLT,0.644726
1970-1974,GAB,MMR,0.750779
1970-1974,GAB,MNE,0.000000
1970-1974,GAB,MNG,0.551372
1970-1974,GAB,MOZ,0.000000
1970-1974,GAB,MRT,0.715155
1970-1974,GAB,MUS,0.626167
1970-1974,GAB,MWI,0.553001
1970-1974,GAB,MYS,0.758196
1970-1974,GAB,NAM,0.000000
1970-1974,GAB,NER,0.810161
1970-1974,GAB,NGA,0.744134
1970-1974,GAB,NIC,0.543343
1970-1974,GAB,NLD,0.540931
1970-1974,GAB,NOR,0.603317
1970-1974,GAB,NPL,0.731490
1970-1974,GAB,NRU,0.000000
1970-1974,GAB,NZL,0.637228
1970-1974,GAB,OMN,0.648966
1970-1974,GAB,PAK,0.737399
1970-1974,GAB,PAN,0.646279
1970-1974,GAB,PER,0.689919
1970-1974,GAB,PHL,0.774290
1970-1974,GAB,PLW,0.000000
1970-1974,GAB,PNG,0.000000
1970-1974,GAB,POL,0.522814
1970-1974,GAB,PRK,0.000000
1970-1974,GAB,PRT,0.144810
1970-1974,GAB,PRY,0.632133
1970-1974,GAB,QAT,0.703908
1970-1974,GAB,ROU,0.702746
1970-1974,GAB,RUS,0.472070
1970-1974,GAB,RWA,0.754452
1970-1974,GAB,SAU,0.733688
1970-1974,GAB,SDN,0.702595
1970-1974,GAB,SEN,0.762422
1970-1974,GAB,SGP,0.757339
1970-1974,GAB,SLB,0.000000
1970-1974,GAB,SLE,0.731228
1970-1974,GAB,SLV,0.684870
1970-1974,GAB,SMR,0.000000
1970-1974,GAB,SOM,0.669102
1970-1974,GAB,SRB,0.707549
1970-1974,GAB,SSD,0.000000
1970-1974,GAB,STP,0.000000
1970-1974,GAB,SUR,0.000000
1970-1974,GAB,SVK,0.000000
1970-1974,GAB,SVN,0.000000
1970-1974,GAB,SWE,0.611522
1970-1974,GAB,SWZ,0.649696
1970-1974,GAB,SYC,0.000000
1970-1974,GAB,SYR,0.690709
1970-1974,GAB,TCD,0.747436
1970-1974,GAB,TGO,0.780762
1970-1974,GAB,THA,0.750502
1970-1974,GAB,TJK,0.000000
1970-1974,GAB,TKM,0.000000
1970-1974,GAB,TLS,0.000000
1970-1974,GAB,TON,0.000000
1970-1974,GAB,TTO,0.717513
1970-1974,GAB,TUN,0.771947
1970-1974,GAB,TUR,0.733455
1970-1974,GAB,TUV,0.000000
1970-1974,GAB,TZA,0.719337
1970-1974,GAB,UGA,0.747053
1970-1974,GAB,UKR,0.535458
1970-1974,GAB,URY,0.676564
1970-1974,GAB,USA,0.210213
1970-1974,GAB,UZB,0.000000
1970-1974,GAB,VCT,0.000000
1970-1974,GAB,VEN,0.733062
1970-1974,GAB,VNM,0.000000
1970-1974,GAB,VUT,0.000000
1970-1974,GAB,WSM,0.000000
1970-1974,GAB,YEM,0.690306
1970-1974,GAB,ZAF,-0.036687
1970-1974,GAB,ZMB,0.713812
1970-1974,GAB,ZWE,0.000000
1970-1974,GBR,GEO,0.000000
1970-1974,GBR,GHA,0.233015
1970-1974,GBR,GIN,0.240185
1970-1974,GBR,GMB,0.145800
1970-1974,GBR,GNB,0.082887
1970-1974,GBR,GNQ,0.199273
1970-1974,GBR,GRC,0.414452
1970-1974,GBR,GRD,0.102967
1970-1974,GBR,GTM,0.280598
1970-1974,GBR,GUY,0.239853
1970-1974,GBR,HND,0.292077
1970-1974,GBR,HRV,0.000000
1970-1974,GBR,HTI,0.201815
1970-1974,GBR,HUN,0.019382
1970-1974,GBR,IDN,0.348060
1970-1974,GBR,IND,0.302436
1970-1974,GBR,IRL,0.512308
1970-1974,GBR,IRN,0.287550
1970-1974,GBR,IRQ,0.182977
1970-1974,GBR,ISL,0.379642
1970-1974,GBR,ISR,0.314348
1970-1974,GBR,ITA,0.673026
1970-1974,GBR,JAM,0.265752
1970-1974,GBR,JOR,0.268412
1970-1974,GBR,JPN,0.562932
1970-1974,GBR,KAZ,0.000000
1970-1974,GBR,KEN,0.355896
1970-1974,GBR,KGZ,0.000000
1970-1974,GBR,KHM,0.279411
1970-1974,GBR,KIR,0.000000
1970-1974,GBR,KNA,0.000000
1970-1974,GBR,KOR,0.000000
1970-1974,GBR,KWT,0.212600
1970-1974,GBR,LAO,0.293893
1970-1974,GBR,LBN,0.249892
1970-1974,GBR,LBR,0.276194
1970-1974,GBR,LBY,0.206691
1970-1974,GBR,LCA,0.000000
1970-1974,GBR,LIE,0.000000
1970-1974,GBR,LKA,0.246694
